Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
2752,16,0.1303,"마스크, 해제, 값",627cdd4d7f98dd6342b33a74,14일 대통령실 앞 시위 행진한다…법원 “집무실과 관저는 달라”,2022-05-11
1204,16,0.1284,"마스크, 해제, 값",627cdd4d7f98dd6342b32d78,14일 대통령실 앞 시위 행진한다…법원 “집무실과 관저는 달라”,2022-05-11
2055,16,0.1225,"마스크, 해제, 값",627cdd4d7f98dd6342b33588,"안철수 “실외 마스크 해제하려면, 실내 마스크 의무화 해야”",2022-04-26
2770,16,0.122,"마스크, 해제, 값",627cdd4d7f98dd6342b33a9a,법원 “용산 대통령실 앞 행진 가능”…경찰 집회금지에 제동,2022-05-11
1249,16,0.1201,"마스크, 해제, 값",627cdd4d7f98dd6342b32dd7,법원 “용산 대통령실 앞 행진 가능”…경찰 집회금지에 제동,2022-05-11
15,16,0.1128,"마스크, 해제, 값",627cdd4d7f98dd6342b32245,美법원 “대중교통 마스크 의무화는 무효”… 백악관 “판결 실망… 계속 마스크 써 달라” ,2022-04-20
1937,16,0.0967,"마스크, 해제, 값",627cdd4d7f98dd6342b3344d,흩어진 관저-집무실…‘시위 금지’는 어디부터 어디까지? 법원 고심,2022-04-28
485,16,0.0952,"마스크, 해제, 값",627cdd4d7f98dd6342b32639,"인수위 제동에도… 정부, 내달 2일 실외 마스크 해제 ",2022-04-29
2576,16,0.095,"마스크, 해제, 값",627cdd4d7f98dd6342b3391f,미 법원 “대중교통 마스크 의무화 무효”…연장 결정 5일 만에,2022-04-19
873,16,0.093,"마스크, 해제, 값",627cdd4d7f98dd6342b32a56,“차업체도 IT업체처럼… 팔린 차 업데이트로 새차 같이 관리” ,2022-05-04
2736,16,0.091,"마스크, 해제, 값",627cdd4d7f98dd6342b33a57,‘의무격리 해제’ 결정할 방역사령탑이 없다 [기자의 눈/조건희],2022-05-11
1799,16,0.0886,"마스크, 해제, 값",627cdd4d7f98dd6342b33310,이준석 “실외 마스크 해제 타당성 있어”…안철수에 “주의하라”,2022-04-30
1827,16,0.0886,"마스크, 해제, 값",627cdd4d7f98dd6342b33344,이준석 “실외 마스크 해제 타당성 있어”…안철수에 “주의하라”,2022-04-30
2597,16,0.0864,"마스크, 해제, 값",627cdd4d7f98dd6342b33945,"거리두기 해제 첫날, 확진 4만명대…“실외 마스크, 다음주 논의”",2022-04-18
1707,16,0.0805,"마스크, 해제, 값",627cdd4d7f98dd6342b33249,"실외 마스크 해제 말고 더 있다, 5월부터 달라지는 방역체계",2022-05-01
1893,16,0.0791,"마스크, 해제, 값",627cdd4d7f98dd6342b333e2,다음주부터 ‘실외 마스크’ 벗는다…집회·실외경기장은 제외,2022-04-28
2633,16,0.0773,"마스크, 해제, 값",627cdd4d7f98dd6342b3399f,다들 벗고 싶은 거 아니었어…“실외 마스크 해제돼도 난 쓸래요”,2022-04-18
1864,16,0.0764,"마스크, 해제, 값",627cdd4d7f98dd6342b3338f,인수위 반대에도 정부가 실외 마스크 해제 강행한 3가지 이유,2022-04-29
2193,16,0.0751,"마스크, 해제, 값",627cdd4d7f98dd6342b336b1,"확진자 격리 의무 해제, 5월말 이후로 늦춰질 가능성",2022-04-22
60,16,0.0717,"마스크, 해제, 값",627cdd4d7f98dd6342b322a3,워싱턴 “마스크 의무화 폐지” 뉴욕은 “유지”… 제각각 지침 혼란 ,2022-04-21
991,16,0.0659,"마스크, 해제, 값",627cdd4d7f98dd6342b32b8e,[신문과 놀자!/주니어를 위한 사설 따라잡기]566일 만의 ‘실외 노 마스크’ ,2022-05-06
1846,16,0.0659,"마스크, 해제, 값",627cdd4d7f98dd6342b33368,5월2일 실외 마스크 벗는다…“다수 1m 간격 어려울 땐 착용권고”,2022-04-29
1686,16,0.0659,"마스크, 해제, 값",627cdd4d7f98dd6342b33203,마스크 벗고 전력 질주…3년만의 운동회에 아이들 ‘함박웃음’,2022-05-02
2085,16,0.0652,"마스크, 해제, 값",627cdd4d7f98dd6342b335cf,용산 집무실 인근 ‘성소수자 행진’ 불허…“헌법상 기본권 침해”,2022-04-25
2013,16,0.0647,"마스크, 해제, 값",627cdd4d7f98dd6342b33511,김건희 “여기가 마음에 들어”…임장하듯 관저 결정?,2022-04-27
464,16,0.0638,"마스크, 해제, 값",627cdd4d7f98dd6342b32614,"[사설]566일 만의 ‘실외 노 마스크’, 그래도 지킬 건 지키자 ",2022-04-30
905,16,0.0635,"마스크, 해제, 값",627cdd4d7f98dd6342b32aaf,[단독]마스크업체 70% 사실상 폐업 “정부 믿고 생산 늘렸는데 모른 척” ,2022-05-05
1961,16,0.0626,"마스크, 해제, 값",627cdd4d7f98dd6342b33491,"유엔 총회, 안보리 상임이사국 거부권에 제동…설명·토론 의무화",2022-04-27
2293,16,0.0626,"마스크, 해제, 값",627cdd4d7f98dd6342b3377a,질병청 “격리기간 5일로 단축할 필요성은 높지 않다”,2022-04-21
33,16,0.0623,"마스크, 해제, 값",627cdd4d7f98dd6342b32271,"“하청업체 물품 납품때 원자재값 인상분 반영, 모범계약서 보급 계획” ",2022-04-20
1025,16,0.0623,"마스크, 해제, 값",627cdd4d7f98dd6342b32bde,"아이오닉5 앞세운 현대차, ‘수입차 무덤’ 日서 살아남을까[인사이드＆인사이트] ",2022-05-09
508,16,0.0623,"마스크, 해제, 값",627cdd4d7f98dd6342b32679,"“실외 마스크, 60세이상-백신 미접종자는 계속 쓰는 게 안전” ",2022-05-02
422,16,0.0623,"마스크, 해제, 값",627cdd4d7f98dd6342b325b1,"당국, 내달 2일 ‘실외 노마스크’ 검토… 인수위 “현명하지 못해” ",2022-04-25
714,16,0.0603,"마스크, 해제, 값",627cdd4d7f98dd6342b328a8,安 “실외마스크 풀지 5월하순 판단”… 중대본은 내일 발표 ,2022-04-28
1865,16,0.0603,"마스크, 해제, 값",627cdd4d7f98dd6342b33391,치킨값 먼저 올린 BBQ…이번엔 가맹점 “악!” 원재료값 상승폭 보니,2022-04-28
548,16,0.0573,"마스크, 해제, 값",627cdd4d7f98dd6342b326d1,印尼 팜유 수출금지 확대에… 콩기름값도 뛴다 ,2022-04-29
1229,16,0.0571,"마스크, 해제, 값",627cdd4d7f98dd6342b32dab,윤석열 정부 첫 중대본 회의…“다음주 확진자 격리의무 해제 논의”,2022-05-11
1121,16,0.0553,"마스크, 해제, 값",627cdd4d7f98dd6342b32cb9,"확진자, 내달 23일부터 격리없이 출근… 생활비 지원은 중단 ",2022-04-16
617,16,0.0553,"마스크, 해제, 값",627cdd4d7f98dd6342b3278c,"중동 덮친 우크라발 애그플레이션… 이집트, 빵값 2배 이상 치솟아 ",2022-04-28
2762,16,0.0553,"마스크, 해제, 값",627cdd4d7f98dd6342b33a8a,윤석열 정부 첫 중대본 회의…“다음주 확진자 격리의무 해제 논의”,2022-05-11
1938,16,0.0553,"마스크, 해제, 값",627cdd4d7f98dd6342b3344f,"사법농단 임성근 무죄…대법원, ‘재판 개입’ 첫 면죄부 판결",2022-04-28
44,16,0.0533,"마스크, 해제, 값",627cdd4d7f98dd6342b32283,"확진자, 내달 23일부터 격리없이 출근… 생활비 지원은 중단 ",2022-04-16
1531,16,0.0521,"마스크, 해제, 값",627cdd4d7f98dd6342b33075,서울 심야 택시 대란 풀릴까?,2022-05-04
1902,16,0.0502,"마스크, 해제, 값",627cdd4d7f98dd6342b333ff,"6월께 국산 백신 나온다…질병청, SK바사 ‘오미크론 효능 평가’ 착수",2022-04-28
224,16,0.0479,"마스크, 해제, 값",627cdd4d7f98dd6342b323d5,수입 밀값 13년來 최고… 3월 t당 400달러 넘어 ,2022-04-21
2781,16,0.0476,"마스크, 해제, 값",627cdd4d7f98dd6342b33ab0,“감자 반찬 더 주세요” 못 하겠네…세 알 값으로 한 알밖에 못 산다,2022-05-11
82,16,0.0476,"마스크, 해제, 값",627cdd4d7f98dd6342b322d2,[횡설수설/이정은]마스크 벗어도 되나요 ,2022-04-21
148,16,0.0476,"마스크, 해제, 값",627cdd4d7f98dd6342b32349,홍대앞-강남역 2년만에 불야성… “맘껏 즐길 것” 클럽 앞 긴줄 ,2022-04-20
1274,16,0.0476,"마스크, 해제, 값",627cdd4d7f98dd6342b32e0b,“감자 반찬 더 주세요” 못 하겠네…세 알 값으로 한 알밖에 못 산다,2022-05-11
1898,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b333ee,"얼음값인가 이름값인가…호텔 자존심, ‘이것’에 달렸다",2022-04-28
100,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b322f1,옥수수값 10년만에 최고… 애그플레이션 가속 ,2022-04-20
1226,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b32da4,핀란드 총리 “모든 것이 변했다…5월 중 나토 가입 결정”,2022-05-08
933,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b32afd,마스크 벗은 어린이날… “뛰어다녀도 안 갑갑해요” 웃음꽃 활짝 ,2022-05-06
190,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b32396,“마스크 벗으면 ‘마기꾼’ 될라” 피부-성형외과 예약하는 시민들 ,2022-04-19
2144,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b33648,"[Q&A] 영화관 팝콘 25일부터 가능…먹고, 마스크는?",2022-04-24
2145,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b33649,"757일 만에 해제, 그리고 망원시장이 들썩였다 [만리재사진첩]",2022-04-24
968,16,0.0467,"마스크, 해제, 값",627cdd4d7f98dd6342b32b57,“어린이날 선물은 홈런” 10만 관중 앞 11발 터졌다 ,2022-05-06
