Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
821,21,0.0967,"한국, 세계, 최고",627cdd4d7f98dd6342b329c4,“최고 대회서 통하면 세계최고” 꿈 키운 오누이 ,2022-05-03
1644,21,0.085,"한국, 세계, 최고",627cdd4d7f98dd6342b331a5,"“한국, 2050년까지 초강력 태풍 영향 인구 10배 증가”…세계 4번째",2022-05-02
227,21,0.0724,"한국, 세계, 최고",627cdd4d7f98dd6342b323e5,“한국적 스토리의 명작 뮤지컬 만들어 세계무대 올릴 것” ,2022-04-18
236,21,0.0699,"한국, 세계, 최고",627cdd4d7f98dd6342b323f7,"조원태 “해외여행객에 PCR 요구는 난센스… 한국정부, 항공기탑승객 코로나규제 풀어야” ",2022-04-20
680,21,0.0647,"한국, 세계, 최고",627cdd4d7f98dd6342b32843,"코로나 이긴 118세 佛수녀, 세계 최고령자 등극 ",2022-04-27
1380,21,0.0638,"한국, 세계, 최고",627cdd4d7f98dd6342b32f14,개신교 방향성 가늠하는 ‘4차 로잔대회’ 한국에서 한다,2022-05-05
290,21,0.0635,"한국, 세계, 최고",627cdd4d7f98dd6342b32472,세계서 우뚝 선 대한민국… K브랜드 르네상스를 준비하라 ,2022-04-19
1729,21,0.0635,"한국, 세계, 최고",627cdd4d7f98dd6342b3327c,“블루스는 신나는 댄스 음악…세계대회 출전합니다”,2022-05-02
810,21,0.0626,"한국, 세계, 최고",627cdd4d7f98dd6342b3299c,500여년 전 지하세계 관장 ‘믹틀란테쿠틀리’ 첫 한국 방문 ,2022-05-03
2422,21,0.0617,"한국, 세계, 최고",627cdd4d7f98dd6342b33863,‘세계 3대’ 차이콥스키 콩쿠르 세계연맹에서 퇴출,2022-04-20
1619,21,0.0617,"한국, 세계, 최고",627cdd4d7f98dd6342b3315c,"한국 최고 ‘미남불상’, 국보 된다",2022-05-03
737,21,0.0614,"한국, 세계, 최고",627cdd4d7f98dd6342b328e0,“전 세계에 한국의 산림정책 전파하며 산림이슈 주도할 것” ,2022-04-29
245,21,0.0605,"한국, 세계, 최고",627cdd4d7f98dd6342b32410,“한국 재즈의 모든 스펙트럼 준비… 소중한 무대 선사할게요” ,2022-04-18
1829,21,0.0605,"한국, 세계, 최고",627cdd4d7f98dd6342b33346,문명을 서열화한 서구 중심의 ‘세계질서’ 비판,2022-04-29
1746,21,0.0595,"한국, 세계, 최고",627cdd4d7f98dd6342b3329d,"최고 부자에게 안긴 트위터, 머스크 자신이 ‘리스크’",2022-05-02
794,21,0.0594,"한국, 세계, 최고",627cdd4d7f98dd6342b32971,"美 등 55개국, 中-러 겨냥 ‘사이버 공동전선’… 한국은 불참 ",2022-04-29
2338,21,0.0583,"한국, 세계, 최고",627cdd4d7f98dd6342b337cf,세계 최고의 베네치아 미술올림픽…올해 어떤 ‘문제작’들 나왔나,2022-04-20
1088,21,0.0563,"한국, 세계, 최고",627cdd4d7f98dd6342b32c71,[애널리스트의 마켓뷰]증시 옥석가리기… 美소비재-日수출기업 주목을 ,2022-05-10
936,21,0.0553,"한국, 세계, 최고",627cdd4d7f98dd6342b32b05,"중이온가속기, 미국은 가동 시작하는데… 한국은 10년째 ‘준비 중’ ",2022-05-06
