Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
465,62,0.1073,"민주, 검, 수완",627cdd4d7f98dd6342b32616,"민주, 검수완박 입법 내일 완료 계획… 靑에 국무회의 연기 요청도 ",2022-05-02
29,62,0.1012,"민주, 검, 수완",627cdd4d7f98dd6342b3226c,"김오수, 5가지 대안 들고 국회 갔지만… 민주, 검수완박 조문 심사 ",2022-04-20
1062,62,0.0976,"민주, 검, 수완",627cdd4d7f98dd6342b32c2c,"한동훈 “검수완박법, 국민 우려 커” vs 민주 “싸우자는 건가” ",2022-05-10
196,62,0.0973,"민주, 검, 수완",627cdd4d7f98dd6342b3239e,"민주 “검수완박, 돌이킬수 없는 길로” 인수위 “입법 쿠데타” ",2022-04-20
2604,62,0.0956,"민주, 검, 수완",627cdd4d7f98dd6342b33959,‘검수완박’ 입법 돌입한 민주당…열쇠 쥔 박병석 의장에 공 들이기,2022-04-18
203,62,0.0863,"민주, 검, 수완",627cdd4d7f98dd6342b323a6,캐스팅보트 쥔 정의당 “검수완박 시행 1년 유예를” ,2022-04-21
832,62,0.0852,"민주, 검, 수완",627cdd4d7f98dd6342b329e0,인수위 “검경 수사권 정리해야”… 검수완박법 재검토 시사 ,2022-05-04
636,62,0.0832,"민주, 검, 수완",627cdd4d7f98dd6342b327b1,OECD “검수완박 입법땐 한국 부패수사 역량 약화” ,2022-04-27
147,62,0.079,"민주, 검, 수완",627cdd4d7f98dd6342b32348,"대법, 검수완박 13개 조항 조목조목 지적… “경찰의 부실-소극수사 견제할 장치 부족” ",2022-04-20
825,62,0.0771,"민주, 검, 수완",627cdd4d7f98dd6342b329ce,"文, 마지막 국무회의 시간 늦추며 ‘검수완박’ 직접 공포 ",2022-05-04
917,62,0.0677,"민주, 검, 수완",627cdd4d7f98dd6342b32acd,‘검수완박’ 갑론을박 속 헌법소원 주요 쟁점은? ,2022-05-05
252,62,0.0673,"민주, 검, 수완",627cdd4d7f98dd6342b3241d,"前변협회장 10명 “검수완박, 집권세력 방패용” ",2022-04-20
374,62,0.0673,"민주, 검, 수완",627cdd4d7f98dd6342b3253c,[사설]여야 ‘검수완박’ 전격 합의… 70년만의 수사체계 빅뱅 ,2022-04-23
2463,62,0.0631,"민주, 검, 수완",627cdd4d7f98dd6342b3389b,"인수위 “민주당 ‘검수완박’, 새 정부 이사 앞두고 대들보 훼손”",2022-04-19
217,62,0.062,"민주, 검, 수완",627cdd4d7f98dd6342b323c8,"합당선언 다음날… 권은희 검수완박 동조, 국힘 반발 ",2022-04-20
189,62,0.0603,"민주, 검, 수완",627cdd4d7f98dd6342b32395,검사들 “입법 막아달라” 대통령-국회의장에 호소문 추진 ,2022-04-19
559,62,0.0533,"민주, 검, 수완",627cdd4d7f98dd6342b326ed,"민주, 탈당 민형배로 안건조정위 무력화… 8분만에 법사위 표결 ",2022-04-27
1954,62,0.0455,"민주, 검, 수완",627cdd4d7f98dd6342b3347d,민주당 ‘임시국회 쪼개기’…정권교체 전 ‘검수완결’ 예고,2022-04-27
2750,62,0.0451,"민주, 검, 수완",627cdd4d7f98dd6342b33a71,MVP 세 명 정도는 있어야…3관왕 SK의 ‘우승하는 법’,2022-05-11
2205,62,0.0431,"민주, 검, 수완",627cdd4d7f98dd6342b336c7,"박병석 의장, 순방 미루고 ‘처럼회’ 만나며 막후 해결사 역할",2022-04-22
457,62,0.0423,"민주, 검, 수완",627cdd4d7f98dd6342b32608,尹측 “국민투표법 개정 추진” 민주 “초헌법적 발상” ,2022-04-29
114,62,0.0401,"민주, 검, 수완",627cdd4d7f98dd6342b32308,"민주, ‘검사는 범죄수사’ 法조항 삭제… 檢 “부실기소 무죄 속출할것” ",2022-04-16
947,62,0.0322,"민주, 검, 수완",627cdd4d7f98dd6342b32b1f,광주 동구 주남마을 5·18민주화운동 위령비를 아시나요? ,2022-05-06
160,62,0.0319,"민주, 검, 수완",627cdd4d7f98dd6342b32362,[Shopping＆]이마트 바이오퍼블릭 ‘건강 페스타’ ,2022-04-22
175,62,0.0303,"민주, 검, 수완",627cdd4d7f98dd6342b3237b,"180석 확보 나선 민주, 권은희 잡았더니 조정훈 이탈해 난감 ",2022-04-21
1923,62,0.0255,"민주, 검, 수완",627cdd4d7f98dd6342b33436,‘비운의 왕’ 단종 기린다… 단종문화제 29일 개막,2022-04-28
1995,62,0.0255,"민주, 검, 수완",627cdd4d7f98dd6342b334e5,“’586 괴물 됐다’는 말 가슴아파… 도망가지 않고 비판 듣겠다”,2022-04-27
415,62,0.025,"민주, 검, 수완",627cdd4d7f98dd6342b325a7,[책의 향기]첨단 민주국가서 히틀러는 어떻게 나왔나 ,2022-04-23
421,62,0.0238,"민주, 검, 수완",627cdd4d7f98dd6342b325ae,비판받는 무상 태블릿 ‘디벗’ 보급보다 중요한 건 콘텐츠[광화문에서/이서현] ,2022-04-23
1214,62,0.0216,"민주, 검, 수완",627cdd4d7f98dd6342b32d8b,"현실주의 정치인, 법과 법률가 위선을 벗겨내다",2022-05-07
