Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
1848,23,0.0594,"전, 내년, 공정",627cdd4d7f98dd6342b3336b,"[SPECIAL] 건전한 금융 사회를 만드는 공정한 시선, 금융감독원 조사관",2022-04-29
1146,23,0.0533,"전, 내년, 공정",627cdd4d7f98dd6342b32cf8,[책의 향기]삶을 살찌우는… 수백년 전 그림이 비춘 세상,2022-04-16
1118,23,0.0513,"전, 내년, 공정",627cdd4d7f98dd6342b32cb3,[책의 향기]삶을 살찌우는… 수백년 전 그림이 비춘 세상 ,2022-04-16
3,23,0.0513,"전, 내년, 공정",627cdd4d7f98dd6342b32230,[책의 향기]삶을 살찌우는… 수백년 전 그림이 비춘 세상 ,2022-04-16
1104,23,0.0492,"전, 내년, 공정",627cdd4d7f98dd6342b32c97,스벅-아마존 노조설립 이끄는 ‘U세대’… 美 2030의 ‘공정’ 외침 ,2022-05-10
157,23,0.0481,"전, 내년, 공정",627cdd4d7f98dd6342b3235b,클래식 전용 공연장 ‘부천아트센터’ 내년 5월 개관 ,2022-04-22
2120,23,0.0466,"전, 내년, 공정",627cdd4d7f98dd6342b3361f,작년말 구조적 임금상승 요인 ‘들썩’…‘물가 → 임금’ 상승세 꼬리물라,2022-04-25
1580,23,0.0427,"전, 내년, 공정",627cdd4d7f98dd6342b330fe,김포FC 유소년팀 선수 사망…스포츠윤리센터·경찰 조사 착수,2022-05-03
637,23,0.041,"전, 내년, 공정",627cdd4d7f98dd6342b327b2,북촌 한옥체험 숙박시설 ‘북촌빈관’ 개관 ,2022-04-27
1552,23,0.0389,"전, 내년, 공정",627cdd4d7f98dd6342b330a7,5·18 시민군 행불자 ‘김군’ 살아 있었나…조사위 “확인 중”,2022-05-04
1099,23,0.0369,"전, 내년, 공정",627cdd4d7f98dd6342b32c85,팬데믹 너머 미지의 세상 그린 ‘자유의 마을’[윤범모의 현미경으로 본 명화] ,2022-05-10
491,23,0.0342,"전, 내년, 공정",627cdd4d7f98dd6342b32641,바이오 분야 산학협력 생태계 마련 ,2022-04-29
1095,23,0.034,"전, 내년, 공정",627cdd4d7f98dd6342b32c7b,내년 속초항에 크루즈 여객선 5차례 들어온다 ,2022-05-10
1850,23,0.034,"전, 내년, 공정",627cdd4d7f98dd6342b33372,"동원그룹, 대주주 일가에만 공정한 ‘이상한 합병’",2022-05-01
2600,23,0.0334,"전, 내년, 공정",627cdd4d7f98dd6342b3394f,"[제정임 칼럼] 아마존과 삼성, 21세기 노조의 과제",2022-04-18
92,23,0.0334,"전, 내년, 공정",627cdd4d7f98dd6342b322e2,작년 최저임금 못받은 근로자 321만명… 농림어업-숙박 음식점 종사자順 ‘열악’ ,2022-04-18
167,23,0.0328,"전, 내년, 공정",627cdd4d7f98dd6342b32371,민·관 협업해 사회적 경제 생태계 조성하는 대구시 ,2022-04-19
1562,23,0.0328,"전, 내년, 공정",627cdd4d7f98dd6342b330c5,"‘유퀴즈’ 공정성 논란, 이재명도 출연하면 문제 없나?",2022-05-04
1953,23,0.0328,"전, 내년, 공정",627cdd4d7f98dd6342b33476,"내년 1월 민간위탁까지, 울산시 공공부문 정규직 전환 완료",2022-04-27
2488,23,0.0328,"전, 내년, 공정",627cdd4d7f98dd6342b338bc,"인수위, 장애인의 날 앞두고 “내년 시내버스 저상버스로 교체”",2022-04-19
117,23,0.0325,"전, 내년, 공정",627cdd4d7f98dd6342b3230d,실수요자-투자자 만족시킬 주거형 오피스텔 ,2022-04-22
1812,23,0.0325,"전, 내년, 공정",627cdd4d7f98dd6342b33328,[단독] ‘3차 남매의 난’ 아워홈…노조 “무능·비도덕 구본성 안 돼”,2022-04-29
1378,23,0.0325,"전, 내년, 공정",627cdd4d7f98dd6342b32f12,방정환의 동화에 어린이날의 설렘을 그림으로 담다,2022-05-05
885,23,0.0322,"전, 내년, 공정",627cdd4d7f98dd6342b32a7d,"대구도시철도, 고객만족도 14년 연속 1위 ",2022-05-04
495,23,0.0319,"전, 내년, 공정",627cdd4d7f98dd6342b3264a,‘창신동 母子’ 방문조사 없이 기초수급 탈락됐다 ,2022-04-25
304,23,0.0319,"전, 내년, 공정",627cdd4d7f98dd6342b32494,송도 국립세계문자박물관 내년 상반기 오픈 ,2022-04-18
862,23,0.0316,"전, 내년, 공정",627cdd4d7f98dd6342b32a31,선사시대 삶 체험… 공주 ‘구석기축제’ 내일 개막 ,2022-05-04
1285,23,0.0313,"전, 내년, 공정",627cdd4d7f98dd6342b32e25,“초심 지켜온 한국 기독교의 ‘오래된 미래’ 그림으로 새겼어요”,2022-05-09
1685,23,0.0307,"전, 내년, 공정",627cdd4d7f98dd6342b33202,이동걸 회장 “산은 부산 이전은 황당한 주장…‘퍼주기’ 된다” 일침,2022-05-02
739,23,0.0303,"전, 내년, 공정",627cdd4d7f98dd6342b328e2,뜻하지 않게 만난 그림[그림을 읽다/전이린] ,2022-04-29
1141,23,0.0298,"전, 내년, 공정",627cdd4d7f98dd6342b32ce9,"권우 ‘매헌선생문집’ 초간본, 신사임당 그림 ‘포도’… 7년만에 만나는 간송 ‘보화각’ 보물들 ",2022-04-16
1776,23,0.0296,"전, 내년, 공정",627cdd4d7f98dd6342b332d6,"이탈리아 법원, 나치 범죄에 피해보상 인정…독일, “국가면제 위반” ICJ에 제소",2022-05-01
2512,23,0.0292,"전, 내년, 공정",627cdd4d7f98dd6342b338d5,“검수완박보다 공정성 담보하겠다”는 김오수의 대안은?,2022-04-19
963,23,0.0286,"전, 내년, 공정",627cdd4d7f98dd6342b32b4a,“전통 이어온 차로 사찰 밖 세상과 소통할 것” ,2022-05-06
833,23,0.0286,"전, 내년, 공정",627cdd4d7f98dd6342b329e2,온 세상에 아이의 행복한 웃음이 가득하길 ,2022-05-03
312,23,0.0282,"전, 내년, 공정",627cdd4d7f98dd6342b324a3,연등 아래서 합장 배례 ,2022-04-20
1162,23,0.0276,"전, 내년, 공정",627cdd4d7f98dd6342b32d1e,"권우 ‘매헌선생문집’ 초간본, 신사임당 그림 ‘포도’… 7년만에 만나는 간송 ‘보화각’ 보물들",2022-04-16
2336,23,0.0266,"전, 내년, 공정",627cdd4d7f98dd6342b337cd,[뉴스AS] 진에어 노조는 왜 국토부를 공개 비판하고 나섰나,2022-04-21
