Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
1132,47,0.069,"경기, 시대, 사망",627cdd4d7f98dd6342b32cd0,"울산, AFC 챔피언스리그 첫 경기 아쉬운 무승부 ",2022-04-16
1156,47,0.069,"경기, 시대, 사망",627cdd4d7f98dd6342b32d0d,"울산, AFC 챔피언스리그 첫 경기 아쉬운 무승부",2022-04-16
560,47,0.0685,"경기, 시대, 사망",627cdd4d7f98dd6342b326f0,"[스포츠 단신]임성재-김시우, 항저우 亞경기 골프대표 출전 ",2022-04-27
185,47,0.0669,"경기, 시대, 사망",627cdd4d7f98dd6342b3238b,"울산, AFC 챔피언스리그 첫 경기 아쉬운 무승부 ",2022-04-16
2611,47,0.0513,"경기, 시대, 사망",627cdd4d7f98dd6342b3396d,"KB금융, 방신실 등 차세대 골프 유망주 후원",2022-04-18
1965,47,0.0502,"경기, 시대, 사망",627cdd4d7f98dd6342b3349f,‘미혼 여성 공무원 리스트’ 상납한 성남시 공무원들 징역형,2022-04-27
1870,47,0.0492,"경기, 시대, 사망",627cdd4d7f98dd6342b333ab,생산은 늘었는데 소비·투자는 줄어…불안한 경기회복세,2022-04-29
386,47,0.0492,"경기, 시대, 사망",627cdd4d7f98dd6342b32554,설탕 대체 ‘결정 알룰로스’ 등 울산 신공장 생산제품 선보여 ,2022-04-20
2054,47,0.0455,"경기, 시대, 사망",627cdd4d7f98dd6342b33587,"올해 1분기 경제 0.7% 성장…꺾이는 경기, 수출이 방어",2022-04-26
177,47,0.0451,"경기, 시대, 사망",627cdd4d7f98dd6342b3237f,수영 亞경기 단체 첫 금 위해… 45일간 ‘호주 담금질’ ,2022-04-21
1235,47,0.0431,"경기, 시대, 사망",627cdd4d7f98dd6342b32db7,“경기북부 활성화 위해 혁신테크노밸리 조성 등 필요”,2022-05-10
473,47,0.0402,"경기, 시대, 사망",627cdd4d7f98dd6342b3261f,인공지능-탈중앙화 장착한 차세대 인터넷 ‘웹3.0시대’ 본격 개막된다 ,2022-04-25
660,47,0.0389,"경기, 시대, 사망",627cdd4d7f98dd6342b32805,日 홋카이도서 관광선 침몰… 10명 사망-16명 실종 ,2022-04-25
1385,47,0.0347,"경기, 시대, 사망",627cdd4d7f98dd6342b32f1f,한바탕 ‘유동성 파티’ 즐겼다면…어김없이 경기침체 온다,2022-05-07
944,47,0.0347,"경기, 시대, 사망",627cdd4d7f98dd6342b32b1a,육아휴직 공무원중 男비율 40% 넘었다 ,2022-05-06
1216,47,0.0342,"경기, 시대, 사망",627cdd4d7f98dd6342b32d92,"UEFA, 챔스 최종 개편안 승인…참가팀·경기수 모두 늘어난다",2022-05-11
2337,47,0.034,"경기, 시대, 사망",627cdd4d7f98dd6342b337ce,[유레카] 골프 대중화와 착시 효과,2022-04-20
766,47,0.034,"경기, 시대, 사망",627cdd4d7f98dd6342b3292f,‘한 지붕 두 은행’ 시대 ,2022-04-26
719,47,0.034,"경기, 시대, 사망",627cdd4d7f98dd6342b328b1,"‘끝판왕’ 헤이더, 10경기 10세이브 자책 ‘0’ ",2022-04-29
1745,47,0.0334,"경기, 시대, 사망",627cdd4d7f98dd6342b3329c,‘골프카트’도 손님 태우고 과금하니 대중교통? 면세소송 결과는,2022-05-02
1084,47,0.0328,"경기, 시대, 사망",627cdd4d7f98dd6342b32c64,경기 구급대 ‘의사 지도’ 강화… 응급환자 소생률 높인다 ,2022-05-10
280,47,0.0328,"경기, 시대, 사망",627cdd4d7f98dd6342b3245a,[현장속으로]수소선박 유람선 타고 둘러본 ‘태화강 국가정원’… 울산의 명물 기대 ,2022-04-22
1221,47,0.0328,"경기, 시대, 사망",627cdd4d7f98dd6342b32d9c,"12일 개막 우리금융 챔피언십, 임성재 3년 만에 출전",2022-05-09
1011,47,0.0325,"경기, 시대, 사망",627cdd4d7f98dd6342b32bc2,[새로 나왔어요]천 개의 뇌 外 ,2022-05-07
519,47,0.0325,"경기, 시대, 사망",627cdd4d7f98dd6342b3268e,"박현경, 40년 만에 챔피언십 3연패 이룰까 ",2022-04-27
276,47,0.0325,"경기, 시대, 사망",627cdd4d7f98dd6342b3244e,40돌 맞은 참치캔 ‘챔피언 에디션’ ,2022-04-20
1629,47,0.0322,"경기, 시대, 사망",627cdd4d7f98dd6342b3317e,"“고용없는 성장시대, 탈부처 통합대응 여기서 멈춰선 안된다”",2022-05-03
2759,47,0.0322,"경기, 시대, 사망",627cdd4d7f98dd6342b33a82,"UEFA, 챔스 최종 개편안 승인…참가팀·경기수 모두 늘어난다",2022-05-11
1052,47,0.0319,"경기, 시대, 사망",627cdd4d7f98dd6342b32c1c,생산직군 10명중 3명은 53세 이상 ,2022-05-09
346,47,0.0319,"경기, 시대, 사망",627cdd4d7f98dd6342b324fb,"‘25경기 25골, 이적료 1000억’ 눈에 확!… 우루과이 새별 누녜스 ",2022-04-20
2413,47,0.0319,"경기, 시대, 사망",627cdd4d7f98dd6342b33856,"[리얼미터] 경기지사 김은혜 27.1%, 김동연 22.6%, 유승민 18.1%",2022-04-20
648,47,0.0313,"경기, 시대, 사망",627cdd4d7f98dd6342b327e1,원전용 컨트롤 밸브 국산화… 차세대 ‘인공태양 에너지’서도 두각 ,2022-04-26
