Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
1994,11,0.0761,"단체, 금융, 시민",627cdd4d7f98dd6342b334e4,부산시의회·시민단체 4인 선거구 두고 갈등,2022-04-27
1122,11,0.0741,"단체, 금융, 시민",627cdd4d7f98dd6342b32cba,외국인 단체관광 컴백… 입국자 49% 증가 ,2022-04-16
45,11,0.072,"단체, 금융, 시민",627cdd4d7f98dd6342b32284,외국인 단체관광 컴백… 입국자 49% 증가 ,2022-04-16
1395,11,0.0707,"단체, 금융, 시민",627cdd4d7f98dd6342b32f3c,"“거인 같은 대장부”, “배우들의 진정한 스타”…고 강수연 눈물 속 영결식",2022-05-11
1148,11,0.07,"단체, 금융, 시민",627cdd4d7f98dd6342b32cfd,외국인 단체관광 컴백… 입국자 49% 증가,2022-04-16
2811,11,0.0606,"단체, 금융, 시민",627cdd4d7f98dd6342b33b15,"“거인 같은 대장부”, “배우들의 진정한 스타”…고 강수연 눈물 속 영결식",2022-05-11
1301,11,0.0587,"단체, 금융, 시민",627cdd4d7f98dd6342b32e4c,"아역, 청춘스타 그리고 ‘월드스타’…배우 강수연 우리곁 떠났다",2022-05-07
980,11,0.0556,"단체, 금융, 시민",627cdd4d7f98dd6342b32b6e,"[책의 향기]“고통을 모른다는 것, 바로 그게 고통이야” ",2022-05-07
1485,11,0.0556,"단체, 금융, 시민",627cdd4d7f98dd6342b33010,"‘할머니 배우’ 꿈꾸던 월드스타 강수연, 하늘 무대로",2022-05-08
1879,11,0.0545,"단체, 금융, 시민",627cdd4d7f98dd6342b333c4,커지는 무등산 개발 논란…30년 지킴이 시민단체도 쪼개져,2022-04-28
938,11,0.0545,"단체, 금융, 시민",627cdd4d7f98dd6342b32b11,"배우 강수연, 심정지 상태로 병원 이송… “의식 못찾아” ",2022-05-06
2527,11,0.0536,"단체, 금융, 시민",627cdd4d7f98dd6342b338e5,참여연대 등 시민단체 “임대차3법 축소·폐지가 아니라 강화·보완을”,2022-04-19
1972,11,0.0536,"단체, 금융, 시민",627cdd4d7f98dd6342b334b4,"시민단체 “문 대통령, 이재용·신동빈 특별사면 요구 거부해야”",2022-04-27
1848,11,0.0516,"단체, 금융, 시민",627cdd4d7f98dd6342b3336b,"[SPECIAL] 건전한 금융 사회를 만드는 공정한 시선, 금융감독원 조사관",2022-04-29
2558,11,0.0507,"단체, 금융, 시민",627cdd4d7f98dd6342b33908,"“김현숙 후보자, 박근혜정부 때 보수단체 동원 여론조작 지시”",2022-04-19
988,11,0.0503,"단체, 금융, 시민",627cdd4d7f98dd6342b32b87,“오전엔 글밭에서 오후엔 텃밭에서… 농사하고 글쓰는 ‘마을 소설가’될 것” ,2022-05-06
1736,11,0.0496,"단체, 금융, 시민",627cdd4d7f98dd6342b33289,시민활동가 육성…‘갈등’ 조정 ‘소통’ 강화,2022-05-01
2415,11,0.0494,"단체, 금융, 시민",627cdd4d7f98dd6342b33859,[포토] “‘위안부’는 사기” 보수단체 집회에…찻길로 밀려난 수요시위,2022-04-20
953,11,0.047,"단체, 금융, 시민",627cdd4d7f98dd6342b32b2b,“깨달음으로 자비 실천하는 간화선 인류의 갈등 치유하는 백신 될 것” ,2022-05-06
632,11,0.044,"단체, 금융, 시민",627cdd4d7f98dd6342b327ac,줄잇는 유물 기증… ‘시민 박물관’으로 거듭나는 인천시립박물관 ,2022-04-26
836,11,0.0432,"단체, 금융, 시민",627cdd4d7f98dd6342b329f2,청년이 10년 저축땐 정부가 보태 1억… ‘청년도약계좌’ 내년 나온다 ,2022-05-03
799,11,0.0419,"단체, 금융, 시민",627cdd4d7f98dd6342b32979,[새로 나왔어요] 배우의 방 外 ,2022-04-30
