Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
1149,27,0.1398,"서울, 시장, 민주",627cdd4d7f98dd6342b32d03,오세훈 “서울시장 첫 4선 도전”…민주는 송영길 박주민 등 후보등록,2022-04-16
87,27,0.1379,"서울, 시장, 민주",627cdd4d7f98dd6342b322dd,오세훈 “서울시장 첫 4선 도전”…민주는 송영길 박주민 등 후보등록 ,2022-04-16
1123,27,0.136,"서울, 시장, 민주",627cdd4d7f98dd6342b32cc2,오세훈 “서울시장 첫 4선 도전”…민주는 송영길 박주민 등 후보등록 ,2022-04-16
1539,27,0.1228,"서울, 시장, 민주",627cdd4d7f98dd6342b3308d,서울 도심서 대규모 집회 연 민주노총 간부 구속영장 발부,2022-05-04
1795,27,0.1224,"서울, 시장, 민주",627cdd4d7f98dd6342b33302,"경찰, 서울 도심서 대규모 집회 연 민주노총 지도부 구속영장 신청",2022-04-29
1770,27,0.1186,"서울, 시장, 민주",627cdd4d7f98dd6342b332ce,"경찰, 서울 도심서 대규모 집회 연 민주노총 지도부 구속영장 신청",2022-04-29
2303,27,0.1053,"서울, 시장, 민주",627cdd4d7f98dd6342b33787,"민주 “서울시장, 100% 국민경선…송영길 배제 안한다”",2022-04-21
74,27,0.0897,"서울, 시장, 민주",627cdd4d7f98dd6342b322c5,"민주당, 서울시장 공천서 송영길 배제… 宋 “자해행위” 반발 ",2022-04-20
2470,27,0.0897,"서울, 시장, 민주",627cdd4d7f98dd6342b338a4,"민주당 전략공천위, 송영길·박주민 서울시장 공천 배제",2022-04-19
343,27,0.0776,"서울, 시장, 민주",627cdd4d7f98dd6342b324f8,"송영길 배제한 민주, 이낙연 추대론-박영선 차출론 혼란 가중 ",2022-04-20
1873,27,0.0566,"서울, 시장, 민주",627cdd4d7f98dd6342b333b4,"송철호, 울산시장 재도전…김두겸·박맹우와 3파전",2022-04-28
211,27,0.0556,"서울, 시장, 민주",627cdd4d7f98dd6342b323ba,방역규제 풀리자… 민노총 “대규모 집회” ,2022-04-18
1585,27,0.0556,"서울, 시장, 민주",627cdd4d7f98dd6342b33107,"시속 280㎞ 경주용 전기차, 서울 도심 달린다",2022-05-04
1005,27,0.0546,"서울, 시장, 민주",627cdd4d7f98dd6342b32bb0,‘간첩 조작 징계’ 이시원 비서관 내정… 민주-정의 “국민 우습게 보나” 반발 ,2022-05-07
589,27,0.0505,"서울, 시장, 민주",627cdd4d7f98dd6342b3273d,"민노총, 전국 16곳서 5만명 ‘노동절 집회’… 3년만에 대규모 시위 ",2022-05-02
556,27,0.0494,"서울, 시장, 민주",627cdd4d7f98dd6342b326dd,"‘인원 제한’ 사라진 첫 주말, 도심 곳곳 300명 이상 집회 ",2022-04-25
376,27,0.0461,"서울, 시장, 민주",627cdd4d7f98dd6342b3253f,주민등록등본부터 학생증까지 디지털 지갑에 쏙쏙… 주머니가 가벼워진다 ,2022-04-22
2378,27,0.0444,"서울, 시장, 민주",627cdd4d7f98dd6342b3381f,"방해 목적 수요시위 선점에…경찰, ‘중복집회’ 입법 개선 검토 나서",2022-04-20
2371,27,0.0419,"서울, 시장, 민주",627cdd4d7f98dd6342b33810,서울 이태원에 ‘괴산상회’…포스트 코로나 손님 맞이 나선 지자체,2022-04-20
175,27,0.0414,"서울, 시장, 민주",627cdd4d7f98dd6342b3237b,"180석 확보 나선 민주, 권은희 잡았더니 조정훈 이탈해 난감 ",2022-04-21
1764,27,0.0414,"서울, 시장, 민주",627cdd4d7f98dd6342b332c6,"서울의 밤하늘, 치유의 연등으로 가득 채우다",2022-05-01
1563,27,0.0406,"서울, 시장, 민주",627cdd4d7f98dd6342b330ca,"손흥민과 네이마르, 6월2일 서울서 맞붙는다",2022-05-04
1358,27,0.0406,"서울, 시장, 민주",627cdd4d7f98dd6342b32ee2,‘옛 한림성당 종탑’ 제주도 등록문화재된다,2022-05-06
1474,27,0.0406,"서울, 시장, 민주",627cdd4d7f98dd6342b32ff7,[이 순간] 엄마의 서울은 매일 같지만 매일 달랐습니다,2022-05-06
559,27,0.0406,"서울, 시장, 민주",627cdd4d7f98dd6342b326ed,"민주, 탈당 민형배로 안건조정위 무력화… 8분만에 법사위 표결 ",2022-04-27
740,27,0.0406,"서울, 시장, 민주",627cdd4d7f98dd6342b328e5,온·오프라인 시너지로 시장 선도 ,2022-04-29
1089,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b32c73,“美스탠퍼드선 대부분 창업 도전… 우리도 바뀌어야” ,2022-05-10
891,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b32a88,"삼성전자 5G 장비, 美서 1조원대 수주 ",2022-05-04
415,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b325a7,[책의 향기]첨단 민주국가서 히틀러는 어떻게 나왔나 ,2022-04-23
1200,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b32d70,"‘춘천이 고향’ K연어, 반도체급 시장 향해 헤엄친다",2022-05-09
539,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b326bb,서빙로봇 시장 선도… “외식업 자동화 솔루션 제시” ,2022-04-26
2143,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b33647,"송영길 둔기 테러한 70대 유튜버, 구치소서 숨진 채 발견",2022-04-24
2154,27,0.0398,"서울, 시장, 민주",627cdd4d7f98dd6342b33661,송영길 경선 참여 배후에도 ‘명심’이? ‘명심’설 파헤쳐 봤습니다,2022-04-24
927,27,0.0392,"서울, 시장, 민주",627cdd4d7f98dd6342b32ae8,"“붓 손질, 선 하나에도… 혼과 신심 담아야 佛事” ",2022-05-06
273,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b3244a,"부산시, 中企 아세안 온라인 시장 진출 지원 ",2022-04-20
1495,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b33022,전통시장에 ‘디지털 매니저’ 뜨자 온라인 판매 72% 뛰었다,2022-05-06
1627,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b33172,"삼성전자, 미국 이통사에 1조원대 장비 수출 계약 체결",2022-05-03
353,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b32506,도전정신 넘치는 청소년 오지탐사대 모집 ,2022-04-21
2556,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b33906,[뉴스AS] 배달 앱 시장에서 이득을 본 사람은 누구?,2022-04-19
1353,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b32edc,서울시내 주요 상권 임대료 1년간 0.7% 하락…영업난 반영,2022-05-05
2213,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b336d7,"[만리재사진첩] 굿바이, 서울광장에서 코로나 검사받던 날들",2022-04-22
1610,27,0.0391,"서울, 시장, 민주",627cdd4d7f98dd6342b33144,"위르겐 클롭, 4관왕 도전…리버풀 역사 만드나?",2022-05-04
1803,27,0.0385,"서울, 시장, 민주",627cdd4d7f98dd6342b33319,서울에서 공시지가 가장 많이 뛴 곳은 어디?,2022-04-29
1290,27,0.0385,"서울, 시장, 민주",627cdd4d7f98dd6342b32e2e,서울서 나고 자란 침팬지 광복·관순이 ‘반출’…고려장 아니면 뭐야,2022-05-09
1069,27,0.0384,"서울, 시장, 민주",627cdd4d7f98dd6342b32c3b,"민주 “김현숙, 故백남기 농민 수술 개입”… 金 “허위” ",2022-05-10
2325,27,0.0384,"서울, 시장, 민주",627cdd4d7f98dd6342b337a9,"‘비대면 특수’ 끝났나…네이버 실적, 시장 기대치 밑돌아",2022-04-21
2800,27,0.0377,"서울, 시장, 민주",627cdd4d7f98dd6342b33af6,서울 아파트 경매 낙찰가율 6개월만에 반등,2022-05-11
2090,27,0.0377,"서울, 시장, 민주",627cdd4d7f98dd6342b335dc,"이정식, 삼성전자 자문위원 19개월간 3800만원 받았다",2022-04-25
1942,27,0.0377,"서울, 시장, 민주",627cdd4d7f98dd6342b3345a,"도심의 백로가 인간에게 묻는다, 숲의 주인은 누구냐고",2022-04-28
581,27,0.0377,"서울, 시장, 민주",627cdd4d7f98dd6342b32724,"식품용기의 재탄생, 탈플라스틱 사회를 향한 도전[기고] ",2022-04-27
2119,27,0.037,"서울, 시장, 민주",627cdd4d7f98dd6342b3361e,"[뉴스AS] 거스를 수는 없는 RE100, 삼성전자 가입 왜 늦어지나",2022-04-25
2151,27,0.037,"서울, 시장, 민주",627cdd4d7f98dd6342b33655,[뉴노멀-미래] 서울 소멸론,2022-04-24
477,27,0.0363,"서울, 시장, 민주",627cdd4d7f98dd6342b32626,"대우건설, ‘제주 푸르지오 더 퍼스트’ 160채 분양 ",2022-04-26
