Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
697,43,0.117,"美, 전쟁, 최고",627cdd4d7f98dd6342b3286c,‘美빅스텝 공포’에 환율 2년만에 최고… 증시도 휘청 ,2022-04-26
851,43,0.0994,"美, 전쟁, 최고",627cdd4d7f98dd6342b32a0e,"美 금리 빅스텝에… 따라가는 韓, 역주행 中-日 ",2022-05-04
924,43,0.0977,"美, 전쟁, 최고",627cdd4d7f98dd6342b32ae1,"美연준, 물가잡기 ‘빅스텝’… 한은도 금리인상 스텝 빨라질 듯 ",2022-05-06
839,43,0.0774,"美, 전쟁, 최고",627cdd4d7f98dd6342b329f7,"“美, 내일 금리 0.5%P 인상 ‘빅스텝’ 확실”… 양적긴축도 예고 ",2022-05-04
658,43,0.0755,"美, 전쟁, 최고",627cdd4d7f98dd6342b327ff,"버핏 “美증시 도박판 돼… 비트코인, 어떤 가치도 창출 못해” ",2022-05-02
1438,43,0.0714,"美, 전쟁, 최고",627cdd4d7f98dd6342b32fa5,미국 ‘빅스텝’에 국내 증시도 위축되나…거래대금 급감,2022-05-08
419,43,0.0682,"美, 전쟁, 최고",627cdd4d7f98dd6342b325ac,"파월, ‘금리 빅스텝’ 연내 3차례 시사… 한은도 내달 올릴 가능성 ",2022-04-23
1470,43,0.0667,"美, 전쟁, 최고",627cdd4d7f98dd6342b32ff0,미 금리인상 ‘빅스텝’…한은 발걸음도 빨라진다,2022-05-05
1706,43,0.0646,"美, 전쟁, 최고",627cdd4d7f98dd6342b33248,은행 ‘횡령 사건’ 해마다 18건 발생했다,2022-05-01
1341,43,0.0632,"美, 전쟁, 최고",627cdd4d7f98dd6342b32eb8,"북한, 코로나 확진자 발생 첫 인정…“국가 최중대 비상사건”",2022-05-12
1520,43,0.0624,"美, 전쟁, 최고",627cdd4d7f98dd6342b3305c,"[사설] 미 ‘빅스텝’ 금리인상, 새 정부 서민대책부터 챙겨야",2022-05-05
909,43,0.0577,"美, 전쟁, 최고",627cdd4d7f98dd6342b32aba,[횡설수설/이정은]美 낙태전쟁 재점화 ,2022-05-05
258,43,0.0575,"美, 전쟁, 최고",627cdd4d7f98dd6342b3242a,"엔화 가치, 20년 만에 최저… 美에 손 내민 日 ",2022-04-21
